"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"9233";"GM1960";"A047047";"2024JJ00";"       ."
"9234";"GM1960";"A047048";"2019JJ00";"     285"
"9235";"GM1960";"A047048";"2020JJ00";"     299"
"9236";"GM1960";"A047048";"2021JJ00";"       ."
"9237";"GM1960";"A047048";"2022JJ00";"       ."
"9238";"GM1960";"A047048";"2023JJ00";"       ."
"9239";"GM1960";"A047048";"2024JJ00";"       ."
"9240";"GM0668";"T001132";"2019JJ00";"     256"
"9241";"GM0668";"T001132";"2020JJ00";"     277"
"9242";"GM0668";"T001132";"2021JJ00";"     297"
"9243";"GM0668";"T001132";"2022JJ00";"     327"
"9244";"GM0668";"T001132";"2023JJ00";"     389"
"9245";"GM0668";"T001132";"2024JJ00";"     404"
"9246";"GM0668";"1014800";"2019JJ00";"     287"
"9247";"GM0668";"1014800";"2020JJ00";"     314"
"9248";"GM0668";"1014800";"2021JJ00";"     337"
"9249";"GM0668";"1014800";"2022JJ00";"     370"
"9250";"GM0668";"1014800";"2023JJ00";"     439"
"9251";"GM0668";"1014800";"2024JJ00";"       ."
"9252";"GM0668";"A047047";"2019JJ00";"     158"
"9253";"GM0668";"A047047";"2020JJ00";"     168"
"9254";"GM0668";"A047047";"2021JJ00";"     182"
"9255";"GM0668";"A047047";"2022JJ00";"     202"
"9256";"GM0668";"A047047";"2023JJ00";"     248"
"9257";"GM0668";"A047047";"2024JJ00";"       ."
"9258";"GM0668";"A047048";"2019JJ00";"       ."
"9259";"GM0668";"A047048";"2020JJ00";"     223"
"9260";"GM0668";"A047048";"2021JJ00";"     235"
"9261";"GM0668";"A047048";"2022JJ00";"     253"
"9262";"GM0668";"A047048";"2023JJ00";"     291"
"9263";"GM0668";"A047048";"2024JJ00";"       ."
"9264";"GM1969";"T001132";"2019JJ00";"     214"
"9265";"GM1969";"T001132";"2020JJ00";"     225"
"9266";"GM1969";"T001132";"2021JJ00";"     238"
"9267";"GM1969";"T001132";"2022JJ00";"     261"
"9268";"GM1969";"T001132";"2023JJ00";"     304"
"9269";"GM1969";"T001132";"2024JJ00";"     301"
"9270";"GM1969";"1014800";"2019JJ00";"     245"
"9271";"GM1969";"1014800";"2020JJ00";"     258"
"9272";"GM1969";"1014800";"2021JJ00";"     272"
"9273";"GM1969";"1014800";"2022JJ00";"     300"
"9274";"GM1969";"1014800";"2023JJ00";"     348"
"9275";"GM1969";"1014800";"2024JJ00";"       ."
"9276";"GM1969";"A047047";"2019JJ00";"     118"
"9277";"GM1969";"A047047";"2020JJ00";"     124"
"9278";"GM1969";"A047047";"2021JJ00";"     130"
"9279";"GM1969";"A047047";"2022JJ00";"     146"
"9280";"GM1969";"A047047";"2023JJ00";"     175"
"9281";"GM1969";"A047047";"2024JJ00";"       ."
"9282";"GM1969";"A047048";"2019JJ00";"     173"
"9283";"GM1969";"A047048";"2020JJ00";"     178"
"9284";"GM1969";"A047048";"2021JJ00";"     185"
"9285";"GM1969";"A047048";"2022JJ00";"     192"
"9286";"GM1969";"A047048";"2023JJ00";"     217"
"9287";"GM1969";"A047048";"2024JJ00";"       ."
"9288";"GM1701";"T001132";"2019JJ00";"     272"
"9289";"GM1701";"T001132";"2020JJ00";"     287"
"9290";"GM1701";"T001132";"2021JJ00";"     303"
"9291";"GM1701";"T001132";"2022JJ00";"     327"
"9292";"GM1701";"T001132";"2023JJ00";"     374"
"9293";"GM1701";"T001132";"2024JJ00";"     390"
"9294";"GM1701";"1014800";"2019JJ00";"     303"
"9295";"GM1701";"1014800";"2020JJ00";"     321"
"9296";"GM1701";"1014800";"2021JJ00";"     339"
"9297";"GM1701";"1014800";"2022JJ00";"     365"
"9298";"GM1701";"1014800";"2023JJ00";"     419"
"9299";"GM1701";"1014800";"2024JJ00";"       ."
"9300";"GM1701";"A047047";"2019JJ00";"     139"
"9301";"GM1701";"A047047";"2020JJ00";"     147"
"9302";"GM1701";"A047047";"2021JJ00";"     159"
"9303";"GM1701";"A047047";"2022JJ00";"     170"
"9304";"GM1701";"A047047";"2023JJ00";"     192"
"9305";"GM1701";"A047047";"2024JJ00";"       ."
"9306";"GM1701";"A047048";"2019JJ00";"     278"
"9307";"GM1701";"A047048";"2020JJ00";"     287"
"9308";"GM1701";"A047048";"2021JJ00";"     286"
"9309";"GM1701";"A047048";"2022JJ00";"     304"
"9310";"GM1701";"A047048";"2023JJ00";"     342"
"9311";"GM1701";"A047048";"2024JJ00";"       ."
"9312";"GM0293";"T001132";"2019JJ00";"     202"
"9313";"GM0293";"T001132";"2020JJ00";"     219"
"9314";"GM0293";"T001132";"2021JJ00";"     237"
"9315";"GM0293";"T001132";"2022JJ00";"     262"
"9316";"GM0293";"T001132";"2023JJ00";"     310"
"9317";"GM0293";"T001132";"2024JJ00";"     318"
"9318";"GM0293";"1014800";"2019JJ00";"     234"
"9319";"GM0293";"1014800";"2020JJ00";"     255"
"9320";"GM0293";"1014800";"2021JJ00";"     275"
"9321";"GM0293";"1014800";"2022JJ00";"     306"
"9322";"GM0293";"1014800";"2023JJ00";"     364"
"9323";"GM0293";"1014800";"2024JJ00";"       ."
"9324";"GM0293";"A047047";"2019JJ00";"     154"
"9325";"GM0293";"A047047";"2020JJ00";"     165"
"9326";"GM0293";"A047047";"2021JJ00";"     177"
"9327";"GM0293";"A047047";"2022JJ00";"     192"
"9328";"GM0293";"A047047";"2023JJ00";"     222"
"9329";"GM0293";"A047047";"2024JJ00";"       ."
"9330";"GM0293";"A047048";"2019JJ00";"     166"
"9331";"GM0293";"A047048";"2020JJ00";"     182"
"9332";"GM0293";"A047048";"2021JJ00";"     192"
"9333";"GM0293";"A047048";"2022JJ00";"     212"
"9334";"GM0293";"A047048";"2023JJ00";"     254"
"9335";"GM0293";"A047048";"2024JJ00";"       ."
"9336";"GM1950";"T001132";"2019JJ00";"     180"
"9337";"GM1950";"T001132";"2020JJ00";"     186"
"9338";"GM1950";"T001132";"2021JJ00";"     204"
"9339";"GM1950";"T001132";"2022JJ00";"     234"
"9340";"GM1950";"T001132";"2023JJ00";"     269"
"9341";"GM1950";"T001132";"2024JJ00";"     285"
"9342";"GM1950";"1014800";"2019JJ00";"     208"
"9343";"GM1950";"1014800";"2020JJ00";"     215"
"9344";"GM1950";"1014800";"2021JJ00";"     239"
"9345";"GM1950";"1014800";"2022JJ00";"     274"
"9346";"GM1950";"1014800";"2023JJ00";"     314"
"9347";"GM1950";"1014800";"2024JJ00";"       ."
"9348";"GM1950";"A047047";"2019JJ00";"      94"
"9349";"GM1950";"A047047";"2020JJ00";"      97"
"9350";"GM1950";"A047047";"2021JJ00";"     106"
"9351";"GM1950";"A047047";"2022JJ00";"     126"
"9352";"GM1950";"A047047";"2023JJ00";"     146"
"9353";"GM1950";"A047047";"2024JJ00";"       ."
"9354";"GM1950";"A047048";"2019JJ00";"     185"
"9355";"GM1950";"A047048";"2020JJ00";"     186"
"9356";"GM1950";"A047048";"2021JJ00";"     182"
"9357";"GM1950";"A047048";"2022JJ00";"     203"
"9358";"GM1950";"A047048";"2023JJ00";"     228"
"9359";"GM1950";"A047048";"2024JJ00";"       ."
"9360";"GM1783";"T001132";"2019JJ00";"     292"
"9361";"GM1783";"T001132";"2020JJ00";"     318"
"9362";"GM1783";"T001132";"2021JJ00";"     341"
"9363";"GM1783";"T001132";"2022JJ00";"     374"
"9364";"GM1783";"T001132";"2023JJ00";"     424"
"9365";"GM1783";"T001132";"2024JJ00";"     445"
"9366";"GM1783";"1014800";"2019JJ00";"     332"
"9367";"GM1783";"1014800";"2020JJ00";"     359"
"9368";"GM1783";"1014800";"2021JJ00";"     386"
"9369";"GM1783";"1014800";"2022JJ00";"     424"
"9370";"GM1783";"1014800";"2023JJ00";"     481"
"9371";"GM1783";"1014800";"2024JJ00";"       ."
"9372";"GM1783";"A047047";"2019JJ00";"     189"
"9373";"GM1783";"A047047";"2020JJ00";"     208"
"9374";"GM1783";"A047047";"2021JJ00";"     225"
"9375";"GM1783";"A047047";"2022JJ00";"     247"
"9376";"GM1783";"A047047";"2023JJ00";"     284"
"9377";"GM1783";"A047047";"2024JJ00";"       ."
"9378";"GM1783";"A047048";"2019JJ00";"     275"
"9379";"GM1783";"A047048";"2020JJ00";"     287"
"9380";"GM1783";"A047048";"2021JJ00";"     291"
"9381";"GM1783";"A047048";"2022JJ00";"     310"
"9382";"GM1783";"A047048";"2023JJ00";"     341"
"9383";"GM1783";"A047048";"2024JJ00";"       ."
"9384";"GM0098";"T001132";"2019JJ00";"     203"
"9385";"GM0098";"T001132";"2020JJ00";"     216"
"9386";"GM0098";"T001132";"2021JJ00";"     237"
"9387";"GM0098";"T001132";"2022JJ00";"     258"
"9388";"GM0098";"T001132";"2023JJ00";"     299"
"9389";"GM0098";"T001132";"2024JJ00";"     309"
"9390";"GM0098";"1014800";"2019JJ00";"     242"
"9391";"GM0098";"1014800";"2020JJ00";"     257"
"9392";"GM0098";"1014800";"2021JJ00";"     282"
"9393";"GM0098";"1014800";"2022JJ00";"     308"
"9394";"GM0098";"1014800";"2023JJ00";"     356"
"9395";"GM0098";"1014800";"2024JJ00";"       ."
"9396";"GM0098";"A047047";"2019JJ00";"     121"
"9397";"GM0098";"A047047";"2020JJ00";"     130"
"9398";"GM0098";"A047047";"2021JJ00";"     144"
"9399";"GM0098";"A047047";"2022JJ00";"     154"
"9400";"GM0098";"A047047";"2023JJ00";"     181"
"9401";"GM0098";"A047047";"2024JJ00";"       ."
"9402";"GM0098";"A047048";"2019JJ00";"     164"
"9403";"GM0098";"A047048";"2020JJ00";"     176"
"9404";"GM0098";"A047048";"2021JJ00";"     189"
"9405";"GM0098";"A047048";"2022JJ00";"     201"
"9406";"GM0098";"A047048";"2023JJ00";"     226"
"9407";"GM0098";"A047048";"2024JJ00";"       ."
"9408";"GM0614";"T001132";"2019JJ00";"     334"
"9409";"GM0614";"T001132";"2020JJ00";"     363"
"9410";"GM0614";"T001132";"2021JJ00";"     393"
"9411";"GM0614";"T001132";"2022JJ00";"     431"
"9412";"GM0614";"T001132";"2023JJ00";""
"9413";"GM0614";"T001132";"2024JJ00";""
"9414";"GM0614";"1014800";"2019JJ00";"     380"
"9415";"GM0614";"1014800";"2020JJ00";"     415"
"9416";"GM0614";"1014800";"2021JJ00";"     448"
"9417";"GM0614";"1014800";"2022JJ00";"     493"
"9418";"GM0614";"1014800";"2023JJ00";""
"9419";"GM0614";"1014800";"2024JJ00";""
"9420";"GM0614";"A047047";"2019JJ00";"     194"
"9421";"GM0614";"A047047";"2020JJ00";"     210"
"9422";"GM0614";"A047047";"2021JJ00";"     231"
"9423";"GM0614";"A047047";"2022JJ00";"     221"
"9424";"GM0614";"A047047";"2023JJ00";""
"9425";"GM0614";"A047047";"2024JJ00";""
"9426";"GM0614";"A047048";"2019JJ00";"     208"
"9427";"GM0614";"A047048";"2020JJ00";"     222"
"9428";"GM0614";"A047048";"2021JJ00";"     238"
"9429";"GM0614";"A047048";"2022JJ00";"     262"
"9430";"GM0614";"A047048";"2023JJ00";""
"9431";"GM0614";"A047048";"2024JJ00";""
"9432";"GM0189";"T001132";"2019JJ00";"     263"
"9433";"GM0189";"T001132";"2020JJ00";"     278"
"9434";"GM0189";"T001132";"2021JJ00";"     297"
"9435";"GM0189";"T001132";"2022JJ00";"     338"
"9436";"GM0189";"T001132";"2023JJ00";"     380"
"9437";"GM0189";"T001132";"2024JJ00";"     418"
"9438";"GM0189";"1014800";"2019JJ00";"     293"
"9439";"GM0189";"1014800";"2020JJ00";"     310"
"9440";"GM0189";"1014800";"2021JJ00";"     333"
"9441";"GM0189";"1014800";"2022JJ00";"     378"
"9442";"GM0189";"1014800";"2023JJ00";"     425"
"9443";"GM0189";"1014800";"2024JJ00";"       ."
"9444";"GM0189";"A047047";"2019JJ00";"     147"
"9445";"GM0189";"A047047";"2020JJ00";"     154"
"9446";"GM0189";"A047047";"2021JJ00";"     162"
"9447";"GM0189";"A047047";"2022JJ00";"     186"
"9448";"GM0189";"A047047";"2023JJ00";"     213"
"9449";"GM0189";"A047047";"2024JJ00";"       ."
"9450";"GM0189";"A047048";"2019JJ00";"     247"
"9451";"GM0189";"A047048";"2020JJ00";"     253"
"9452";"GM0189";"A047048";"2021JJ00";"     264"
"9453";"GM0189";"A047048";"2022JJ00";"     299"
"9454";"GM0189";"A047048";"2023JJ00";"     332"
"9455";"GM0189";"A047048";"2024JJ00";"       ."
"9456";"GM0296";"T001132";"2019JJ00";"     248"
"9457";"GM0296";"T001132";"2020JJ00";"     263"
"9458";"GM0296";"T001132";"2021JJ00";"     282"
"9459";"GM0296";"T001132";"2022JJ00";"     317"
"9460";"GM0296";"T001132";"2023JJ00";"     357"
"9461";"GM0296";"T001132";"2024JJ00";"     372"
"9462";"GM0296";"1014800";"2019JJ00";"     283"
"9463";"GM0296";"1014800";"2020JJ00";"     301"
"9464";"GM0296";"1014800";"2021JJ00";"     323"
"9465";"GM0296";"1014800";"2022JJ00";"     362"
"9466";"GM0296";"1014800";"2023JJ00";"     406"
"9467";"GM0296";"1014800";"2024JJ00";"       ."
"9468";"GM0296";"A047047";"2019JJ00";"     155"
"9469";"GM0296";"A047047";"2020JJ00";"     164"
"9470";"GM0296";"A047047";"2021JJ00";"     174"
"9471";"GM0296";"A047047";"2022JJ00";"     199"
"9472";"GM0296";"A047047";"2023JJ00";"     228"
"9473";"GM0296";"A047047";"2024JJ00";"       ."
"9474";"GM0296";"A047048";"2019JJ00";"     236"
"9475";"GM0296";"A047048";"2020JJ00";"     242"
"9476";"GM0296";"A047048";"2021JJ00";"     259"
"9477";"GM0296";"A047048";"2022JJ00";"     288"
"9478";"GM0296";"A047048";"2023JJ00";"     317"
"9479";"GM0296";"A047048";"2024JJ00";"       ."
"9480";"GM1696";"T001132";"2019JJ00";"     376"
"9481";"GM1696";"T001132";"2020JJ00";"     404"
"9482";"GM1696";"T001132";"2021JJ00";"     432"
"9483";"GM1696";"T001132";"2022JJ00";"     484"
"9484";"GM1696";"T001132";"2023JJ00";"     537"
"9485";"GM1696";"T001132";"2024JJ00";"     563"
"9486";"GM1696";"1014800";"2019JJ00";"     430"
"9487";"GM1696";"1014800";"2020JJ00";"     463"
"9488";"GM1696";"1014800";"2021JJ00";"     495"
"9489";"GM1696";"1014800";"2022JJ00";"     551"
"9490";"GM1696";"1014800";"2023JJ00";"     613"
"9491";"GM1696";"1014800";"2024JJ00";"       ."
"9492";"GM1696";"A047047";"2019JJ00";"     210"
"9493";"GM1696";"A047047";"2020JJ00";"     227"
"9494";"GM1696";"A047047";"2021JJ00";"     239"
"9495";"GM1696";"A047047";"2022JJ00";"     266"
"9496";"GM1696";"A047047";"2023JJ00";"     298"
"9497";"GM1696";"A047047";"2024JJ00";"       ."
"9498";"GM1696";"A047048";"2019JJ00";"     331"
"9499";"GM1696";"A047048";"2020JJ00";"     341"
"9500";"GM1696";"A047048";"2021JJ00";"     367"
"9501";"GM1696";"A047048";"2022JJ00";"     446"
"9502";"GM1696";"A047048";"2023JJ00";"     482"
"9503";"GM1696";"A047048";"2024JJ00";"       ."
"9504";"GM0352";"T001132";"2019JJ00";"     277"
"9505";"GM0352";"T001132";"2020JJ00";"     297"
"9506";"GM0352";"T001132";"2021JJ00";"     322"
"9507";"GM0352";"T001132";"2022JJ00";"     357"
"9508";"GM0352";"T001132";"2023JJ00";"     419"
"9509";"GM0352";"T001132";"2024JJ00";"     437"
"9510";"GM0352";"1014800";"2019JJ00";"     310"
"9511";"GM0352";"1014800";"2020JJ00";"     332"
"9512";"GM0352";"1014800";"2021JJ00";"     360"
"9513";"GM0352";"1014800";"2022JJ00";"     397"
"9514";"GM0352";"1014800";"2023JJ00";"     467"
"9515";"GM0352";"1014800";"2024JJ00";"       ."
"9516";"GM0352";"A047047";"2019JJ00";"     180"
"9517";"GM0352";"A047047";"2020JJ00";"     193"
"9518";"GM0352";"A047047";"2021JJ00";"     213"
"9519";"GM0352";"A047047";"2022JJ00";"     243"
"9520";"GM0352";"A047047";"2023JJ00";"     280"
"9521";"GM0352";"A047047";"2024JJ00";"       ."
"9522";"GM0352";"A047048";"2019JJ00";"     269"
"9523";"GM0352";"A047048";"2020JJ00";"     281"
"9524";"GM0352";"A047048";"2021JJ00";"     296"
"9525";"GM0352";"A047048";"2022JJ00";"     324"
"9526";"GM0352";"A047048";"2023JJ00";"     370"
"9527";"GM0352";"A047048";"2024JJ00";"       ."
"9528";"GM0294";"T001132";"2019JJ00";"     200"
"9529";"GM0294";"T001132";"2020JJ00";"     214"
"9530";"GM0294";"T001132";"2021JJ00";"     227"
"9531";"GM0294";"T001132";"2022JJ00";"     253"
"9532";"GM0294";"T001132";"2023JJ00";"     286"
"9533";"GM0294";"T001132";"2024JJ00";"     300"
"9534";"GM0294";"1014800";"2019JJ00";"     226"
"9535";"GM0294";"1014800";"2020JJ00";"     242"
"9536";"GM0294";"1014800";"2021JJ00";"     259"
"9537";"GM0294";"1014800";"2022JJ00";"     289"
"9538";"GM0294";"1014800";"2023JJ00";"     327"
"9539";"GM0294";"1014800";"2024JJ00";"       ."
"9540";"GM0294";"A047047";"2019JJ00";"     108"
"9541";"GM0294";"A047047";"2020JJ00";"     116"
"9542";"GM0294";"A047047";"2021JJ00";"     124"
"9543";"GM0294";"A047047";"2022JJ00";"     137"
"9544";"GM0294";"A047047";"2023JJ00";"     166"
"9545";"GM0294";"A047047";"2024JJ00";"       ."
"9546";"GM0294";"A047048";"2019JJ00";"     183"
"9547";"GM0294";"A047048";"2020JJ00";"     191"
"9548";"GM0294";"A047048";"2021JJ00";"     197"
"9549";"GM0294";"A047048";"2022JJ00";"     210"
"9550";"GM0294";"A047048";"2023JJ00";"     218"
"9551";"GM0294";"A047048";"2024JJ00";"       ."
"9552";"GM0873";"T001132";"2019JJ00";"     248"
"9553";"GM0873";"T001132";"2020JJ00";"     261"
"9554";"GM0873";"T001132";"2021JJ00";"     278"
"9555";"GM0873";"T001132";"2022JJ00";"     292"
"9556";"GM0873";"T001132";"2023JJ00";"     330"
"9557";"GM0873";"T001132";"2024JJ00";"     343"
"9558";"GM0873";"1014800";"2019JJ00";"     275"
"9559";"GM0873";"1014800";"2020JJ00";"     290"
"9560";"GM0873";"1014800";"2021JJ00";"     309"
"9561";"GM0873";"1014800";"2022JJ00";"     325"
"9562";"GM0873";"1014800";"2023JJ00";"     367"
"9563";"GM0873";"1014800";"2024JJ00";"       ."
"9564";"GM0873";"A047047";"2019JJ00";"     154"
"9565";"GM0873";"A047047";"2020JJ00";"     162"
"9566";"GM0873";"A047047";"2021JJ00";"     171"
"9567";"GM0873";"A047047";"2022JJ00";"     181"
"9568";"GM0873";"A047047";"2023JJ00";"     211"
"9569";"GM0873";"A047047";"2024JJ00";"       ."
"9570";"GM0873";"A047048";"2019JJ00";"       ."
"9571";"GM0873";"A047048";"2020JJ00";"       ."
"9572";"GM0873";"A047048";"2021JJ00";"       ."
"9573";"GM0873";"A047048";"2022JJ00";"       ."
"9574";"GM0873";"A047048";"2023JJ00";"       ."
"9575";"GM0873";"A047048";"2024JJ00";"       ."
"9576";"GM0632";"T001132";"2019JJ00";"     287"
"9577";"GM0632";"T001132";"2020JJ00";"     309"
"9578";"GM0632";"T001132";"2021JJ00";"     328"
"9579";"GM0632";"T001132";"2022JJ00";"     354"
"9580";"GM0632";"T001132";"2023JJ00";"     405"
"9581";"GM0632";"T001132";"2024JJ00";"     412"
"9582";"GM0632";"1014800";"2019JJ00";"     333"
"9583";"GM0632";"1014800";"2020JJ00";"     360"
"9584";"GM0632";"1014800";"2021JJ00";"     383"
"9585";"GM0632";"1014800";"2022JJ00";"     414"
"9586";"GM0632";"1014800";"2023JJ00";"     476"
"9587";"GM0632";"1014800";"2024JJ00";"       ."
"9588";"GM0632";"A047047";"2019JJ00";"     181"
"9589";"GM0632";"A047047";"2020JJ00";"     196"
"9590";"GM0632";"A047047";"2021JJ00";"     205"
"9591";"GM0632";"A047047";"2022JJ00";"     223"
"9592";"GM0632";"A047047";"2023JJ00";"     254"
"9593";"GM0632";"A047047";"2024JJ00";"       ."
"9594";"GM0632";"A047048";"2019JJ00";"     215"
"9595";"GM0632";"A047048";"2020JJ00";"     232"
"9596";"GM0632";"A047048";"2021JJ00";"     243"
"9597";"GM0632";"A047048";"2022JJ00";"     254"
"9598";"GM0632";"A047048";"2023JJ00";"     291"
"9599";"GM0632";"A047048";"2024JJ00";"       ."
"9600";"GM1690";"T001132";"2019JJ00";"     266"
"9601";"GM1690";"T001132";"2020JJ00";"     279"
"9602";"GM1690";"T001132";"2021JJ00";"     294"
"9603";"GM1690";"T001132";"2022JJ00";"     325"
"9604";"GM1690";"T001132";"2023JJ00";"     378"
"9605";"GM1690";"T001132";"2024JJ00";"     396"
"9606";"GM1690";"1014800";"2019JJ00";"     302"
"9607";"GM1690";"1014800";"2020JJ00";"     317"
"9608";"GM1690";"1014800";"2021JJ00";"     334"
"9609";"GM1690";"1014800";"2022JJ00";"     371"
"9610";"GM1690";"1014800";"2023JJ00";"     432"
"9611";"GM1690";"1014800";"2024JJ00";"       ."
"9612";"GM1690";"A047047";"2019JJ00";"     134"
"9613";"GM1690";"A047047";"2020JJ00";"     140"
"9614";"GM1690";"A047047";"2021JJ00";"     147"
"9615";"GM1690";"A047047";"2022JJ00";"     160"
"9616";"GM1690";"A047047";"2023JJ00";"     188"
"9617";"GM1690";"A047047";"2024JJ00";"       ."
"9618";"GM1690";"A047048";"2019JJ00";"     231"
"9619";"GM1690";"A047048";"2020JJ00";"     235"
"9620";"GM1690";"A047048";"2021JJ00";"     241"
"9621";"GM1690";"A047048";"2022JJ00";"     253"
"9622";"GM1690";"A047048";"2023JJ00";"     284"
"9623";"GM1690";"A047048";"2024JJ00";"       ."
"9624";"GM0880";"T001132";"2019JJ00";"     264"
"9625";"GM0880";"T001132";"2020JJ00";"     297"
"9626";"GM0880";"T001132";"2021JJ00";"     324"
"9627";"GM0880";"T001132";"2022JJ00";"     350"
"9628";"GM0880";"T001132";"2023JJ00";"     415"
"9629";"GM0880";"T001132";"2024JJ00";"     421"
"9630";"GM0880";"1014800";"2019JJ00";"     312"
"9631";"GM0880";"1014800";"2020JJ00";"     350"
"9632";"GM0880";"1014800";"2021JJ00";"     379"
"9633";"GM0880";"1014800";"2022JJ00";"     411"
"9634";"GM0880";"1014800";"2023JJ00";"     491"
"9635";"GM0880";"1014800";"2024JJ00";"       ."
"9636";"GM0880";"A047047";"2019JJ00";"     166"
"9637";"GM0880";"A047047";"2020JJ00";"     188"
"9638";"GM0880";"A047047";"2021JJ00";"     210"
"9639";"GM0880";"A047047";"2022JJ00";"     225"
"9640";"GM0880";"A047047";"2023JJ00";"     264"
"9641";"GM0880";"A047047";"2024JJ00";"       ."
"9642";"GM0880";"A047048";"2019JJ00";"     241"
"9643";"GM0880";"A047048";"2020JJ00";"     263"
"9644";"GM0880";"A047048";"2021JJ00";"     273"
"9645";"GM0880";"A047048";"2022JJ00";"     298"
"9646";"GM0880";"A047048";"2023JJ00";"     362"
"9647";"GM0880";"A047048";"2024JJ00";"       ."
"9648";"GM0351";"T001132";"2019JJ00";"     316"
"9649";"GM0351";"T001132";"2020JJ00";"     335"
"9650";"GM0351";"T001132";"2021JJ00";"     366"
"9651";"GM0351";"T001132";"2022JJ00";"     398"
"9652";"GM0351";"T001132";"2023JJ00";"     470"
"9653";"GM0351";"T001132";"2024JJ00";"     491"
"9654";"GM0351";"1014800";"2019JJ00";"     344"
"9655";"GM0351";"1014800";"2020JJ00";"     367"
"9656";"GM0351";"1014800";"2021JJ00";"     401"
