"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"4870";"GM1966";"A047048";"2023JJ00";"     216"
"4871";"GM1966";"A047048";"2024JJ00";"       ."
"4872";"GM1911";"T001132";"2019JJ00";"     225"
"4873";"GM1911";"T001132";"2020JJ00";"     233"
"4874";"GM1911";"T001132";"2021JJ00";"     256"
"4875";"GM1911";"T001132";"2022JJ00";"     290"
"4876";"GM1911";"T001132";"2023JJ00";"     332"
"4877";"GM1911";"T001132";"2024JJ00";"     355"
"4878";"GM1911";"1014800";"2019JJ00";"     256"
"4879";"GM1911";"1014800";"2020JJ00";"     265"
"4880";"GM1911";"1014800";"2021JJ00";"     290"
"4881";"GM1911";"1014800";"2022JJ00";"     327"
"4882";"GM1911";"1014800";"2023JJ00";"     373"
"4883";"GM1911";"1014800";"2024JJ00";"       ."
"4884";"GM1911";"A047047";"2019JJ00";"     130"
"4885";"GM1911";"A047047";"2020JJ00";"     136"
"4886";"GM1911";"A047047";"2021JJ00";"     154"
"4887";"GM1911";"A047047";"2022JJ00";"     178"
"4888";"GM1911";"A047047";"2023JJ00";"     208"
"4889";"GM1911";"A047047";"2024JJ00";"       ."
"4890";"GM1911";"A047048";"2019JJ00";"     218"
"4891";"GM1911";"A047048";"2020JJ00";"     225"
"4892";"GM1911";"A047048";"2021JJ00";"     239"
"4893";"GM1911";"A047048";"2022JJ00";"     271"
"4894";"GM1911";"A047048";"2023JJ00";"     302"
"4895";"GM1911";"A047048";"2024JJ00";"       ."
"4896";"GM0118";"T001132";"2019JJ00";"     178"
"4897";"GM0118";"T001132";"2020JJ00";"     189"
"4898";"GM0118";"T001132";"2021JJ00";"     202"
"4899";"GM0118";"T001132";"2022JJ00";"     221"
"4900";"GM0118";"T001132";"2023JJ00";"     256"
"4901";"GM0118";"T001132";"2024JJ00";"     272"
"4902";"GM0118";"1014800";"2019JJ00";"     212"
"4903";"GM0118";"1014800";"2020JJ00";"     225"
"4904";"GM0118";"1014800";"2021JJ00";"     242"
"4905";"GM0118";"1014800";"2022JJ00";"     266"
"4906";"GM0118";"1014800";"2023JJ00";"     309"
"4907";"GM0118";"1014800";"2024JJ00";"       ."
"4908";"GM0118";"A047047";"2019JJ00";"     118"
"4909";"GM0118";"A047047";"2020JJ00";"     123"
"4910";"GM0118";"A047047";"2021JJ00";"     129"
"4911";"GM0118";"A047047";"2022JJ00";"     140"
"4912";"GM0118";"A047047";"2023JJ00";"     161"
"4913";"GM0118";"A047047";"2024JJ00";"       ."
"4914";"GM0118";"A047048";"2019JJ00";"     141"
"4915";"GM0118";"A047048";"2020JJ00";"     146"
"4916";"GM0118";"A047048";"2021JJ00";"     152"
"4917";"GM0118";"A047048";"2022JJ00";"     163"
"4918";"GM0118";"A047048";"2023JJ00";"     191"
"4919";"GM0118";"A047048";"2024JJ00";"       ."
"4920";"GM0405";"T001132";"2019JJ00";"     212"
"4921";"GM0405";"T001132";"2020JJ00";"     234"
"4922";"GM0405";"T001132";"2021JJ00";"     256"
"4923";"GM0405";"T001132";"2022JJ00";"     288"
"4924";"GM0405";"T001132";"2023JJ00";"     333"
"4925";"GM0405";"T001132";"2024JJ00";"     349"
"4926";"GM0405";"1014800";"2019JJ00";"     250"
"4927";"GM0405";"1014800";"2020JJ00";"     276"
"4928";"GM0405";"1014800";"2021JJ00";"     302"
"4929";"GM0405";"1014800";"2022JJ00";"     338"
"4930";"GM0405";"1014800";"2023JJ00";"     392"
"4931";"GM0405";"1014800";"2024JJ00";"       ."
"4932";"GM0405";"A047047";"2019JJ00";"     144"
"4933";"GM0405";"A047047";"2020JJ00";"     158"
"4934";"GM0405";"A047047";"2021JJ00";"     175"
"4935";"GM0405";"A047047";"2022JJ00";"     200"
"4936";"GM0405";"A047047";"2023JJ00";"     229"
"4937";"GM0405";"A047047";"2024JJ00";"       ."
"4938";"GM0405";"A047048";"2019JJ00";"     182"
"4939";"GM0405";"A047048";"2020JJ00";"     197"
"4940";"GM0405";"A047048";"2021JJ00";"     221"
"4941";"GM0405";"A047048";"2022JJ00";"     246"
"4942";"GM0405";"A047048";"2023JJ00";"     283"
"4943";"GM0405";"A047048";"2024JJ00";"       ."
"4944";"GM1507";"T001132";"2019JJ00";"     255"
"4945";"GM1507";"T001132";"2020JJ00";"     265"
"4946";"GM1507";"T001132";"2021JJ00";"     279"
"4947";"GM1507";"T001132";"2022JJ00";"     295"
"4948";"GM1507";"T001132";"2023JJ00";"     324"
"4949";"GM1507";"T001132";"2024JJ00";"     339"
"4950";"GM1507";"1014800";"2019JJ00";"     281"
"4951";"GM1507";"1014800";"2020JJ00";"     293"
"4952";"GM1507";"1014800";"2021JJ00";"     308"
"4953";"GM1507";"1014800";"2022JJ00";"     326"
"4954";"GM1507";"1014800";"2023JJ00";"     359"
"4955";"GM1507";"1014800";"2024JJ00";"       ."
"4956";"GM1507";"A047047";"2019JJ00";"     154"
"4957";"GM1507";"A047047";"2020JJ00";"     160"
"4958";"GM1507";"A047047";"2021JJ00";"     170"
"4959";"GM1507";"A047047";"2022JJ00";"     185"
"4960";"GM1507";"A047047";"2023JJ00";"     207"
"4961";"GM1507";"A047047";"2024JJ00";"       ."
"4962";"GM1507";"A047048";"2019JJ00";"     207"
"4963";"GM1507";"A047048";"2020JJ00";"     206"
"4964";"GM1507";"A047048";"2021JJ00";"     216"
"4965";"GM1507";"A047048";"2022JJ00";"     221"
"4966";"GM1507";"A047048";"2023JJ00";"     237"
"4967";"GM1507";"A047048";"2024JJ00";"       ."
"4968";"GM0321";"T001132";"2019JJ00";"     323"
"4969";"GM0321";"T001132";"2020JJ00";"     351"
"4970";"GM0321";"T001132";"2021JJ00";"     378"
"4971";"GM0321";"T001132";"2022JJ00";"     418"
"4972";"GM0321";"T001132";"2023JJ00";"     503"
"4973";"GM0321";"T001132";"2024JJ00";"     500"
"4974";"GM0321";"1014800";"2019JJ00";"     368"
"4975";"GM0321";"1014800";"2020JJ00";"     399"
"4976";"GM0321";"1014800";"2021JJ00";"     430"
"4977";"GM0321";"1014800";"2022JJ00";"     475"
"4978";"GM0321";"1014800";"2023JJ00";"     572"
"4979";"GM0321";"1014800";"2024JJ00";"       ."
"4980";"GM0321";"A047047";"2019JJ00";"     208"
"4981";"GM0321";"A047047";"2020JJ00";"     228"
"4982";"GM0321";"A047047";"2021JJ00";"     249"
"4983";"GM0321";"A047047";"2022JJ00";"     275"
"4984";"GM0321";"A047047";"2023JJ00";"     334"
"4985";"GM0321";"A047047";"2024JJ00";"       ."
"4986";"GM0321";"A047048";"2019JJ00";"     287"
"4987";"GM0321";"A047048";"2020JJ00";"     310"
"4988";"GM0321";"A047048";"2021JJ00";"     334"
"4989";"GM0321";"A047048";"2022JJ00";"     365"
"4990";"GM0321";"A047048";"2023JJ00";"     433"
"4991";"GM0321";"A047048";"2024JJ00";"       ."
"4992";"GM0406";"T001132";"2019JJ00";"     306"
"4993";"GM0406";"T001132";"2020JJ00";"     330"
"4994";"GM0406";"T001132";"2021JJ00";"     355"
"4995";"GM0406";"T001132";"2022JJ00";"     392"
"4996";"GM0406";"T001132";"2023JJ00";"     448"
"4997";"GM0406";"T001132";"2024JJ00";"     461"
"4998";"GM0406";"1014800";"2019JJ00";"     380"
"4999";"GM0406";"1014800";"2020JJ00";"     410"
"5000";"GM0406";"1014800";"2021JJ00";"     442"
"5001";"GM0406";"1014800";"2022JJ00";"     487"
"5002";"GM0406";"1014800";"2023JJ00";"     555"
"5003";"GM0406";"1014800";"2024JJ00";"       ."
"5004";"GM0406";"A047047";"2019JJ00";"     186"
"5005";"GM0406";"A047047";"2020JJ00";"     202"
"5006";"GM0406";"A047047";"2021JJ00";"     217"
"5007";"GM0406";"A047047";"2022JJ00";"     244"
"5008";"GM0406";"A047047";"2023JJ00";"     279"
"5009";"GM0406";"A047047";"2024JJ00";"       ."
"5010";"GM0406";"A047048";"2019JJ00";"     255"
"5011";"GM0406";"A047048";"2020JJ00";"     275"
"5012";"GM0406";"A047048";"2021JJ00";"     291"
"5013";"GM0406";"A047048";"2022JJ00";"     315"
"5014";"GM0406";"A047048";"2023JJ00";"     368"
"5015";"GM0406";"A047048";"2024JJ00";"       ."
"5016";"GM0677";"T001132";"2019JJ00";"     209"
"5017";"GM0677";"T001132";"2020JJ00";"     217"
"5018";"GM0677";"T001132";"2021JJ00";"     227"
"5019";"GM0677";"T001132";"2022JJ00";"     246"
"5020";"GM0677";"T001132";"2023JJ00";"     277"
"5021";"GM0677";"T001132";"2024JJ00";"     295"
"5022";"GM0677";"1014800";"2019JJ00";"     234"
"5023";"GM0677";"1014800";"2020JJ00";"     243"
"5024";"GM0677";"1014800";"2021JJ00";"     253"
"5025";"GM0677";"1014800";"2022JJ00";"     276"
"5026";"GM0677";"1014800";"2023JJ00";"     312"
"5027";"GM0677";"1014800";"2024JJ00";"       ."
"5028";"GM0677";"A047047";"2019JJ00";"     118"
"5029";"GM0677";"A047047";"2020JJ00";"     123"
"5030";"GM0677";"A047047";"2021JJ00";"     128"
"5031";"GM0677";"A047047";"2022JJ00";"     138"
"5032";"GM0677";"A047047";"2023JJ00";"     154"
"5033";"GM0677";"A047047";"2024JJ00";"       ."
"5034";"GM0677";"A047048";"2019JJ00";"     204"
"5035";"GM0677";"A047048";"2020JJ00";"     204"
"5036";"GM0677";"A047048";"2021JJ00";"     210"
"5037";"GM0677";"A047048";"2022JJ00";"     221"
"5038";"GM0677";"A047048";"2023JJ00";"     233"
"5039";"GM0677";"A047048";"2024JJ00";"       ."
"5040";"GM0353";"T001132";"2019JJ00";"     264"
"5041";"GM0353";"T001132";"2020JJ00";"     289"
"5042";"GM0353";"T001132";"2021JJ00";"     315"
"5043";"GM0353";"T001132";"2022JJ00";"     346"
"5044";"GM0353";"T001132";"2023JJ00";"     402"
"5045";"GM0353";"T001132";"2024JJ00";"     424"
"5046";"GM0353";"1014800";"2019JJ00";"     306"
"5047";"GM0353";"1014800";"2020JJ00";"     341"
"5048";"GM0353";"1014800";"2021JJ00";"     369"
"5049";"GM0353";"1014800";"2022JJ00";"     404"
"5050";"GM0353";"1014800";"2023JJ00";"     468"
"5051";"GM0353";"1014800";"2024JJ00";"       ."
"5052";"GM0353";"A047047";"2019JJ00";"     175"
"5053";"GM0353";"A047047";"2020JJ00";"     188"
"5054";"GM0353";"A047047";"2021JJ00";"     210"
"5055";"GM0353";"A047047";"2022JJ00";"     204"
"5056";"GM0353";"A047047";"2023JJ00";"     277"
"5057";"GM0353";"A047047";"2024JJ00";"       ."
"5058";"GM0353";"A047048";"2019JJ00";"     209"
"5059";"GM0353";"A047048";"2020JJ00";"     215"
"5060";"GM0353";"A047048";"2021JJ00";"     232"
"5061";"GM0353";"A047048";"2022JJ00";"     241"
"5062";"GM0353";"A047048";"2023JJ00";"     297"
"5063";"GM0353";"A047048";"2024JJ00";"       ."
"5064";"GM1884";"T001132";"2019JJ00";"     298"
"5065";"GM1884";"T001132";"2020JJ00";"     325"
"5066";"GM1884";"T001132";"2021JJ00";"     347"
"5067";"GM1884";"T001132";"2022JJ00";"     379"
"5068";"GM1884";"T001132";"2023JJ00";"     447"
"5069";"GM1884";"T001132";"2024JJ00";"     464"
"5070";"GM1884";"1014800";"2019JJ00";"     347"
"5071";"GM1884";"1014800";"2020JJ00";"     378"
"5072";"GM1884";"1014800";"2021JJ00";"     402"
"5073";"GM1884";"1014800";"2022JJ00";"     438"
"5074";"GM1884";"1014800";"2023JJ00";"     514"
"5075";"GM1884";"1014800";"2024JJ00";"       ."
"5076";"GM1884";"A047047";"2019JJ00";"     192"
"5077";"GM1884";"A047047";"2020JJ00";"     211"
"5078";"GM1884";"A047047";"2021JJ00";"     229"
"5079";"GM1884";"A047047";"2022JJ00";"     257"
"5080";"GM1884";"A047047";"2023JJ00";"     310"
"5081";"GM1884";"A047047";"2024JJ00";"       ."
"5082";"GM1884";"A047048";"2019JJ00";"     260"
"5083";"GM1884";"A047048";"2020JJ00";"     272"
"5084";"GM1884";"A047048";"2021JJ00";"     290"
"5085";"GM1884";"A047048";"2022JJ00";"     300"
"5086";"GM1884";"A047048";"2023JJ00";"     362"
"5087";"GM1884";"A047048";"2024JJ00";"       ."
"5088";"GM0166";"T001132";"2019JJ00";"     220"
"5089";"GM0166";"T001132";"2020JJ00";"     234"
"5090";"GM0166";"T001132";"2021JJ00";"     250"
"5091";"GM0166";"T001132";"2022JJ00";"     275"
"5092";"GM0166";"T001132";"2023JJ00";"     314"
"5093";"GM0166";"T001132";"2024JJ00";"     337"
"5094";"GM0166";"1014800";"2019JJ00";"     256"
"5095";"GM0166";"1014800";"2020JJ00";"     273"
"5096";"GM0166";"1014800";"2021JJ00";"     293"
"5097";"GM0166";"1014800";"2022JJ00";"     322"
"5098";"GM0166";"1014800";"2023JJ00";"     370"
"5099";"GM0166";"1014800";"2024JJ00";"       ."
"5100";"GM0166";"A047047";"2019JJ00";"     148"
"5101";"GM0166";"A047047";"2020JJ00";"     158"
"5102";"GM0166";"A047047";"2021JJ00";"     168"
"5103";"GM0166";"A047047";"2022JJ00";"     184"
"5104";"GM0166";"A047047";"2023JJ00";"     207"
"5105";"GM0166";"A047047";"2024JJ00";"       ."
"5106";"GM0166";"A047048";"2019JJ00";"     171"
"5107";"GM0166";"A047048";"2020JJ00";"     183"
"5108";"GM0166";"A047048";"2021JJ00";"     192"
"5109";"GM0166";"A047048";"2022JJ00";"     209"
"5110";"GM0166";"A047048";"2023JJ00";"     235"
"5111";"GM0166";"A047048";"2024JJ00";"       ."
"5112";"GM0678";"T001132";"2019JJ00";"     241"
"5113";"GM0678";"T001132";"2020JJ00";"     251"
"5114";"GM0678";"T001132";"2021JJ00";"     265"
"5115";"GM0678";"T001132";"2022JJ00";"     291"
"5116";"GM0678";"T001132";"2023JJ00";"     332"
"5117";"GM0678";"T001132";"2024JJ00";"     354"
"5118";"GM0678";"1014800";"2019JJ00";"     265"
"5119";"GM0678";"1014800";"2020JJ00";"     277"
"5120";"GM0678";"1014800";"2021JJ00";"     292"
"5121";"GM0678";"1014800";"2022JJ00";"     320"
"5122";"GM0678";"1014800";"2023JJ00";"     363"
"5123";"GM0678";"1014800";"2024JJ00";"       ."
"5124";"GM0678";"A047047";"2019JJ00";"     159"
"5125";"GM0678";"A047047";"2020JJ00";"     167"
"5126";"GM0678";"A047047";"2021JJ00";"     176"
"5127";"GM0678";"A047047";"2022JJ00";"     185"
"5128";"GM0678";"A047047";"2023JJ00";"     214"
"5129";"GM0678";"A047047";"2024JJ00";"       ."
"5130";"GM0678";"A047048";"2019JJ00";"     168"
"5131";"GM0678";"A047048";"2020JJ00";"     174"
"5132";"GM0678";"A047048";"2021JJ00";"     178"
"5133";"GM0678";"A047048";"2022JJ00";"     204"
"5134";"GM0678";"A047048";"2023JJ00";"     240"
"5135";"GM0678";"A047048";"2024JJ00";"       ."
"5136";"GM0537";"T001132";"2019JJ00";"     288"
"5137";"GM0537";"T001132";"2020JJ00";"     319"
"5138";"GM0537";"T001132";"2021JJ00";"     337"
"5139";"GM0537";"T001132";"2022JJ00";"     364"
"5140";"GM0537";"T001132";"2023JJ00";"     419"
"5141";"GM0537";"T001132";"2024JJ00";"     438"
"5142";"GM0537";"1014800";"2019JJ00";"     332"
"5143";"GM0537";"1014800";"2020JJ00";"     365"
"5144";"GM0537";"1014800";"2021JJ00";"     384"
"5145";"GM0537";"1014800";"2022JJ00";"     414"
"5146";"GM0537";"1014800";"2023JJ00";"     483"
"5147";"GM0537";"1014800";"2024JJ00";"       ."
"5148";"GM0537";"A047047";"2019JJ00";"     196"
"5149";"GM0537";"A047047";"2020JJ00";"     221"
"5150";"GM0537";"A047047";"2021JJ00";"     236"
"5151";"GM0537";"A047047";"2022JJ00";"     261"
"5152";"GM0537";"A047047";"2023JJ00";"     283"
"5153";"GM0537";"A047047";"2024JJ00";"       ."
"5154";"GM0537";"A047048";"2019JJ00";"     239"
"5155";"GM0537";"A047048";"2020JJ00";"     280"
"5156";"GM0537";"A047048";"2021JJ00";"     298"
"5157";"GM0537";"A047048";"2022JJ00";"     312"
"5158";"GM0537";"A047048";"2023JJ00";"     356"
"5159";"GM0537";"A047048";"2024JJ00";"       ."
"5160";"GM0928";"T001132";"2019JJ00";"     142"
"5161";"GM0928";"T001132";"2020JJ00";"     153"
"5162";"GM0928";"T001132";"2021JJ00";"     163"
"5163";"GM0928";"T001132";"2022JJ00";"     171"
"5164";"GM0928";"T001132";"2023JJ00";"     199"
"5165";"GM0928";"T001132";"2024JJ00";"     200"
"5166";"GM0928";"1014800";"2019JJ00";"     177"
"5167";"GM0928";"1014800";"2020JJ00";"     190"
"5168";"GM0928";"1014800";"2021JJ00";"     204"
"5169";"GM0928";"1014800";"2022JJ00";"     211"
"5170";"GM0928";"1014800";"2023JJ00";"     247"
"5171";"GM0928";"1014800";"2024JJ00";"       ."
"5172";"GM0928";"A047047";"2019JJ00";"      99"
"5173";"GM0928";"A047047";"2020JJ00";"     107"
"5174";"GM0928";"A047047";"2021JJ00";"     114"
"5175";"GM0928";"A047047";"2022JJ00";"     124"
"5176";"GM0928";"A047047";"2023JJ00";"     145"
"5177";"GM0928";"A047047";"2024JJ00";"       ."
"5178";"GM0928";"A047048";"2019JJ00";"     105"
"5179";"GM0928";"A047048";"2020JJ00";"     115"
"5180";"GM0928";"A047048";"2021JJ00";"     118"
"5181";"GM0928";"A047048";"2022JJ00";"     123"
"5182";"GM0928";"A047048";"2023JJ00";"     142"
"5183";"GM0928";"A047048";"2024JJ00";"       ."
"5184";"GM1598";"T001132";"2019JJ00";"     260"
"5185";"GM1598";"T001132";"2020JJ00";"     275"
"5186";"GM1598";"T001132";"2021JJ00";"     298"
"5187";"GM1598";"T001132";"2022JJ00";"     332"
"5188";"GM1598";"T001132";"2023JJ00";"     378"
"5189";"GM1598";"T001132";"2024JJ00";"     399"
"5190";"GM1598";"1014800";"2019JJ00";"     285"
"5191";"GM1598";"1014800";"2020JJ00";"     301"
"5192";"GM1598";"1014800";"2021JJ00";"     327"
"5193";"GM1598";"1014800";"2022JJ00";"     365"
"5194";"GM1598";"1014800";"2023JJ00";"     415"
"5195";"GM1598";"1014800";"2024JJ00";"       ."
"5196";"GM1598";"A047047";"2019JJ00";"     158"
"5197";"GM1598";"A047047";"2020JJ00";"     165"
"5198";"GM1598";"A047047";"2021JJ00";"     210"
"5199";"GM1598";"A047047";"2022JJ00";"     201"
"5200";"GM1598";"A047047";"2023JJ00";"     228"
"5201";"GM1598";"A047047";"2024JJ00";"       ."
"5202";"GM1598";"A047048";"2019JJ00";"     175"
"5203";"GM1598";"A047048";"2020JJ00";"     183"
"5204";"GM1598";"A047048";"2021JJ00";"     192"
"5205";"GM1598";"A047048";"2022JJ00";"     211"
"5206";"GM1598";"A047048";"2023JJ00";"     243"
"5207";"GM1598";"A047048";"2024JJ00";"       ."
"5208";"GM0542";"T001132";"2019JJ00";"     245"
"5209";"GM0542";"T001132";"2020JJ00";"     265"
"5210";"GM0542";"T001132";"2021JJ00";"     289"
"5211";"GM0542";"T001132";"2022JJ00";"     316"
"5212";"GM0542";"T001132";"2023JJ00";"     354"
"5213";"GM0542";"T001132";"2024JJ00";"     377"
"5214";"GM0542";"1014800";"2019JJ00";"     283"
"5215";"GM0542";"1014800";"2020JJ00";"     306"
"5216";"GM0542";"1014800";"2021JJ00";"     333"
"5217";"GM0542";"1014800";"2022JJ00";"     365"
"5218";"GM0542";"1014800";"2023JJ00";"     409"
"5219";"GM0542";"1014800";"2024JJ00";"       ."
"5220";"GM0542";"A047047";"2019JJ00";"     182"
"5221";"GM0542";"A047047";"2020JJ00";"     197"
"5222";"GM0542";"A047047";"2021JJ00";"     216"
"5223";"GM0542";"A047047";"2022JJ00";"     237"
"5224";"GM0542";"A047047";"2023JJ00";"     264"
"5225";"GM0542";"A047047";"2024JJ00";"       ."
"5226";"GM0542";"A047048";"2019JJ00";"       ."
"5227";"GM0542";"A047048";"2020JJ00";"       ."
"5228";"GM0542";"A047048";"2021JJ00";"       ."
"5229";"GM0542";"A047048";"2022JJ00";"       ."
"5230";"GM0542";"A047048";"2023JJ00";"       ."
"5231";"GM0542";"A047048";"2024JJ00";"       ."
"5232";"GM1931";"T001132";"2019JJ00";"     258"
"5233";"GM1931";"T001132";"2020JJ00";"     275"
"5234";"GM1931";"T001132";"2021JJ00";"     295"
"5235";"GM1931";"T001132";"2022JJ00";"     330"
"5236";"GM1931";"T001132";"2023JJ00";"     387"
"5237";"GM1931";"T001132";"2024JJ00";"     404"
"5238";"GM1931";"1014800";"2019JJ00";"     300"
"5239";"GM1931";"1014800";"2020JJ00";"     319"
"5240";"GM1931";"1014800";"2021JJ00";"     342"
"5241";"GM1931";"1014800";"2022JJ00";"     382"
"5242";"GM1931";"1014800";"2023JJ00";"     449"
"5243";"GM1931";"1014800";"2024JJ00";"       ."
"5244";"GM1931";"A047047";"2019JJ00";"     167"
"5245";"GM1931";"A047047";"2020JJ00";"     178"
"5246";"GM1931";"A047047";"2021JJ00";"     192"
"5247";"GM1931";"A047047";"2022JJ00";"     217"
"5248";"GM1931";"A047047";"2023JJ00";"     250"
"5249";"GM1931";"A047047";"2024JJ00";"       ."
"5250";"GM1931";"A047048";"2019JJ00";"     213"
"5251";"GM1931";"A047048";"2020JJ00";"     230"
"5252";"GM1931";"A047048";"2021JJ00";"     244"
"5253";"GM1931";"A047048";"2022JJ00";"     268"
"5254";"GM1931";"A047048";"2023JJ00";"     318"
"5255";"GM1931";"A047048";"2024JJ00";"       ."
"5256";"GM1659";"T001132";"2019JJ00";"     276"
"5257";"GM1659";"T001132";"2020JJ00";"     298"
"5258";"GM1659";"T001132";"2021JJ00";"     306"
"5259";"GM1659";"T001132";"2022JJ00";"     340"
"5260";"GM1659";"T001132";"2023JJ00";"     394"
"5261";"GM1659";"T001132";"2024JJ00";"     412"
"5262";"GM1659";"1014800";"2019JJ00";"     316"
"5263";"GM1659";"1014800";"2020JJ00";"     341"
"5264";"GM1659";"1014800";"2021JJ00";"     351"
"5265";"GM1659";"1014800";"2022JJ00";"     389"
"5266";"GM1659";"1014800";"2023JJ00";"     455"
"5267";"GM1659";"1014800";"2024JJ00";"       ."
"5268";"GM1659";"A047047";"2019JJ00";"     162"
"5269";"GM1659";"A047047";"2020JJ00";"     178"
"5270";"GM1659";"A047047";"2021JJ00";"     182"
"5271";"GM1659";"A047047";"2022JJ00";"     206"
"5272";"GM1659";"A047047";"2023JJ00";"     233"
"5273";"GM1659";"A047047";"2024JJ00";"       ."
"5274";"GM1659";"A047048";"2019JJ00";"     272"
"5275";"GM1659";"A047048";"2020JJ00";"     278"
"5276";"GM1659";"A047048";"2021JJ00";"     270"
"5277";"GM1659";"A047048";"2022JJ00";"     291"
"5278";"GM1659";"A047048";"2023JJ00";"     329"
"5279";"GM1659";"A047048";"2024JJ00";"       ."
"5280";"GM1982";"T001132";"2019JJ00";""
"5281";"GM1982";"T001132";"2020JJ00";""
"5282";"GM1982";"T001132";"2021JJ00";""
"5283";"GM1982";"T001132";"2022JJ00";"     303"
"5284";"GM1982";"T001132";"2023JJ00";"     346"
"5285";"GM1982";"T001132";"2024JJ00";"     374"
"5286";"GM1982";"1014800";"2019JJ00";""
"5287";"GM1982";"1014800";"2020JJ00";""
"5288";"GM1982";"1014800";"2021JJ00";""
"5289";"GM1982";"1014800";"2022JJ00";"     346"
"5290";"GM1982";"1014800";"2023JJ00";"     396"
"5291";"GM1982";"1014800";"2024JJ00";"       ."
"5292";"GM1982";"A047047";"2019JJ00";""
"5293";"GM1982";"A047047";"2020JJ00";""
"5294";"GM1982";"A047047";"2021JJ00";""
"5295";"GM1982";"A047047";"2022JJ00";"     188"
"5296";"GM1982";"A047047";"2023JJ00";"     215"
"5297";"GM1982";"A047047";"2024JJ00";"       ."
"5298";"GM1982";"A047048";"2019JJ00";""
"5299";"GM1982";"A047048";"2020JJ00";""
"5300";"GM1982";"A047048";"2021JJ00";""
"5301";"GM1982";"A047048";"2022JJ00";"     257"
"5302";"GM1982";"A047048";"2023JJ00";"     288"
"5303";"GM1982";"A047048";"2024JJ00";"       ."
"5304";"GM1685";"T001132";"2019JJ00";"     306"
"5305";"GM1685";"T001132";"2020JJ00";"     331"
"5306";"GM1685";"T001132";"2021JJ00";"     337"
"5307";"GM1685";"T001132";"2022JJ00";""
"5308";"GM1685";"T001132";"2023JJ00";""
"5309";"GM1685";"T001132";"2024JJ00";""
"5310";"GM1685";"1014800";"2019JJ00";"     345"
"5311";"GM1685";"1014800";"2020JJ00";"     372"
"5312";"GM1685";"1014800";"2021JJ00";"     380"
"5313";"GM1685";"1014800";"2022JJ00";""
"5314";"GM1685";"1014800";"2023JJ00";""
"5315";"GM1685";"1014800";"2024JJ00";""
"5316";"GM1685";"A047047";"2019JJ00";"     161"
"5317";"GM1685";"A047047";"2020JJ00";"     176"
"5318";"GM1685";"A047047";"2021JJ00";"     178"
"5319";"GM1685";"A047047";"2022JJ00";""
"5320";"GM1685";"A047047";"2023JJ00";""
"5321";"GM1685";"A047047";"2024JJ00";""
"5322";"GM1685";"A047048";"2019JJ00";"     290"
"5323";"GM1685";"A047048";"2020JJ00";"     307"
"5324";"GM1685";"A047048";"2021JJ00";"     305"
"5325";"GM1685";"A047048";"2022JJ00";""
"5326";"GM1685";"A047048";"2023JJ00";""
"5327";"GM1685";"A047048";"2024JJ00";""
"5328";"GM0882";"T001132";"2019JJ00";"     171"
"5329";"GM0882";"T001132";"2020JJ00";"     184"
"5330";"GM0882";"T001132";"2021JJ00";"     197"
"5331";"GM0882";"T001132";"2022JJ00";"     212"
"5332";"GM0882";"T001132";"2023JJ00";"     249"
"5333";"GM0882";"T001132";"2024JJ00";"     248"
"5334";"GM0882";"1014800";"2019JJ00";"     198"
"5335";"GM0882";"1014800";"2020JJ00";"     213"
"5336";"GM0882";"1014800";"2021JJ00";"     229"
"5337";"GM0882";"1014800";"2022JJ00";"     247"
"5338";"GM0882";"1014800";"2023JJ00";"     289"
"5339";"GM0882";"1014800";"2024JJ00";"       ."
"5340";"GM0882";"A047047";"2019JJ00";"     113"
"5341";"GM0882";"A047047";"2020JJ00";"     123"
"5342";"GM0882";"A047047";"2021JJ00";"     130"
"5343";"GM0882";"A047047";"2022JJ00";"     140"
"5344";"GM0882";"A047047";"2023JJ00";"     167"
"5345";"GM0882";"A047047";"2024JJ00";"       ."
"5346";"GM0882";"A047048";"2019JJ00";"     155"
"5347";"GM0882";"A047048";"2020JJ00";"     168"
"5348";"GM0882";"A047048";"2021JJ00";"     173"
"5349";"GM0882";"A047048";"2022JJ00";"     184"
"5350";"GM0882";"A047048";"2023JJ00";"     212"
"5351";"GM0882";"A047048";"2024JJ00";"       ."
"5352";"GM0415";"T001132";"2019JJ00";"     401"
"5353";"GM0415";"T001132";"2020JJ00";"     443"
"5354";"GM0415";"T001132";"2021JJ00";"     459"
"5355";"GM0415";"T001132";"2022JJ00";"     490"
"5356";"GM0415";"T001132";"2023JJ00";"     580"
"5357";"GM0415";"T001132";"2024JJ00";"     580"
"5358";"GM0415";"1014800";"2019JJ00";"     454"
"5359";"GM0415";"1014800";"2020JJ00";"     499"
"5360";"GM0415";"1014800";"2021JJ00";"     519"
"5361";"GM0415";"1014800";"2022JJ00";"     562"
"5362";"GM0415";"1014800";"2023JJ00";"     661"
"5363";"GM0415";"1014800";"2024JJ00";"       ."
"5364";"GM0415";"A047047";"2019JJ00";"     262"
"5365";"GM0415";"A047047";"2020JJ00";"     294"
"5366";"GM0415";"A047047";"2021JJ00";"     297"
"5367";"GM0415";"A047047";"2022JJ00";"     305"
"5368";"GM0415";"A047047";"2023JJ00";"     367"
"5369";"GM0415";"A047047";"2024JJ00";"       ."
